C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.11CEST18:35:47

Vmag <   6 & cat = '*' &
(pm <   0 | pm   > 0) &
(plx   > 0 | plx <   0) &
(radvel   > 0 | radvel <   0)
-----------------------------------------------------------------------------------------------------------

Number of objects : 2885

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
847 ;NAME Jishui                        ;PM*;114.7913944263900 +34.5843063308600;-37.975 -105.132    ;19.3338   ;7.30       ;4.90     
848 ;NAME Castor                        ;** ;113.64947164 +31.88828222          ;-191.45 -145.19     ;64.12     ;5.40       ;1.58     
849 ;* ups Gem                          ;PM*;113.9806250590500 +26.8957444986000;-32.841 -106.002    ;12.8761   ;-21.61     ;4.06     
850 ;* f Gem                            ;** ;114.8691390334500 +17.6745218379400;   5.374 -1.199     ;5.1083    ;25.38      ;5.05     
851 ;* 68 Gem                           ;** ;113.4020065796 +15.8266608119      ;  -28.64 -12.86     ;7.70      ;12.00      ;5.263    
852 ;NAME Procyon                       ;SB*;114.82549791 +05.22498756          ;-714.59 -1036.80    ;284.56    ;-15.908408 ;0.37     
853 ;* del02 CMi                        ;*  ;113.2986072637400 +03.2903791840300; -15.909 42.696     ;23.1488   ;-6.20      ;5.571    
854 ;* del03 CMi                        ;*  ;113.5662191797600 +03.3717243208000;  -2.534 -5.305     ;4.603     ;33.8       ;5.817    
855 ;* del01 CMi                        ;*  ;113.0247867805900 +01.9144796757500;  -2.129 -0.868     ;3.9896    ;29.1       ;5.233    
856 ;* 25 Mon                           ;dS*;114.3195459425700 -04.1109816312800; -67.624 16.998     ;15.7974   ;48.33      ;5.131    
857 ;* alf Mon                          ;PM*;115.3118023700 -09.5511308564      ;  -74.61 -19.59     ;22.07     ;11.161     ;3.93     
858 ;* 140 Pup                          ;*  ;115.0967101784401 -15.2639196417900; -2.171 -27.678     ;4.6915    ;0.50       ;4.951    
859 ;* m Pup                            ;EB*;114.5751892067 -25.3648060192      ;    -3.03 -7.42     ;5.27      ;41.00      ;4.67     
860 ;* n Pup B                          ;PM*;113.5802380523200 -23.4748973485700;-87.258 -11.556     ;32.7919   ;-6.1       ;5.795    
861 ;* n Pup A                          ;PM*;113.5775735723700 -23.4736646563600; -88.134 -0.860     ;32.7467   ;-4.22      ;5.770    
862 ;* n Pup                            ;** ;113.57756940 -23.47366501          ;   -89.46 -0.33     ;31.56     ;-6.50      ;5.09     
863 ;* k01 Pup                          ;*  ;114.7057297618600 -26.8017568161600; -18.556 11.081     ;9.0301    ;23.6       ;4.50     
864 ;* k02 Pup                          ;V* ;114.7077947219200 -26.8038471632100; -17.567 21.662     ;8.3058    ;33.0       ;4.429    
865 ;* p Pup                            ;PM*;113.8453817505200 -28.3693347863800; -60.256 -7.742     ;13.6185   ;3.30       ;4.63     
866 ;* f Pup                            ;** ;114.34212409 -34.96853080          ;   -14.21 16.32     ;9.05      ;24.00      ;4.53     
867 ;* z Pup                            ;Be*;113.4626730791300 -36.3383924267800;   -7.398 6.062     ;2.5769    ;-9.00      ;5.44     
868 ;* e Pup                            ;*  ;114.6829109819700 -36.4968328243100;   -7.547 5.591     ;2.789     ;19.00      ;5.80     
869 ;* d04 Pup                          ;Be*;114.9916295618900 -37.5794242781100;  -0.830 -4.510     ;1.911     ;7.00       ;5.996    
870 ;* d02 Pup                          ;*  ;114.9325648736300 -38.1392981022000; -21.877 17.036     ;4.8969    ;30.00      ;5.77     
871 ;* d03 Pup                          ;*  ;114.9494788336400 -38.2606523283500;  -10.200 9.511     ;2.3923    ;22.6       ;5.747    
872 ;* d01 Pup                          ;*  ;114.8639097396 -38.3080218219      ;   -21.11 15.81     ;5.87      ;26.4       ;4.84     
873 ;* pi. Gem                          ;V* ;116.8763492684900 +33.4156968635200;-17.480 -28.334     ;5.5547    ;-13.36     ;5.14     
874 ;* sig Gem                          ;RS*;115.8280290804 +28.8835117197      ;  62.66 -230.32     ;26.08     ;44.15      ;4.29     
875 ;* c Gem                            ;V* ;116.0288123786400 +25.7841601231000;-13.326 -20.079     ;5.0247    ;1.33       ;5.289    
876 ;NAME Pollux                        ;PM*;116.32895777 +28.02619889          ; -626.55 -45.80     ;96.54     ;3.391      ;1.14     
877 ;* kap Gem                          ;** ;116.1118898717 +24.3979964519      ;  -23.39 -54.57     ;23.07     ;20.15      ;3.57     
878 ;* g Gem                            ;SB*;116.5310350776600 +18.5099981036000;-77.972 -51.680     ;10.5086   ;83.13      ;4.87     
879 ;* 11 CMi                           ;V* ;116.5675051476100 +10.7682517049600;-30.318 -25.278     ;10.8334   ;28.00      ;5.237    
880 ;* zet CMi                          ;*  ;117.9249530282500 +01.7668684614100; -13.704 -4.043     ;4.0023    ;32.3       ;5.16     
881 ;* 2 Pup A                          ;*  ;116.3713969974600 -14.6905347247800;-10.562 -20.237     ;11.7184   ;25.20      ;5.997    
882 ;* 10 Pup                           ;*  ;118.0786621361200 -14.8461779283300;   -7.120 0.329     ;1.4691    ;17.83      ;5.689    
883 ;* 4 Pup                            ;*  ;116.4869565190600 -14.5638051956400;  -10.782 5.991     ;14.7603   ;-2.00      ;5.026    
884 ;* 6 Pup                            ;PM*;117.4216726086000 -17.2284084655600;54.538 -117.165     ;12.6942   ;48.79      ;5.162    
885 ;* 188 Pup                          ;** ;117.2569738557100 -24.9122471438500; -28.489 23.378     ;16.189    ;5.78       ;5.313    
886 ;NAME Azmidi                        ;*  ;117.3235652742 -24.8597862414      ;    -4.81 -0.89     ;2.72      ;2.80       ;3.30     
887 ;* omi Pup                          ;Be*;117.0215349738 -25.9371700767      ;    -10.09 4.26     ;2.30      ;15.00      ;4.49     
888 ;* l Pup                            ;sg*;115.9519530092 -28.9548255597      ;     -5.09 3.90     ;0.59      ;20.90      ;3.93     
889 ;* 1 Pup                            ;V* ;115.8849445223200 -28.4108857483300; -13.782 29.646     ;4.1384    ;32.40      ;4.59     
890 ;* 171 Pup                          ;PM*;116.3955052258500 -34.1725515628678;-222.267 1707.696   ;65.4544   ;106.16     ;5.362    
891 ;* c Pup                            ;*  ;116.3137350671 -37.9685832797      ;    -10.18 6.34     ;2.88      ;16.83      ;3.61     
892 ;* W Pup                            ;PM*;115.9247042761400 -40.9337464496700;130.960 -170.919    ;14.7756   ;52.55      ;5.17     
893 ;* a Pup                            ;SB*;118.0542993801800 -40.5757817321400;  -11.774 7.368     ;8.9838    ;24.0       ;3.696    
894 ;* chi Gem                          ;SB*;120.8795820638200 +27.7943508126400;-32.315 -46.221     ;12.7475   ;-3.83      ;4.937    
895 ;* phi Gem                          ;*  ;118.3742006609200 +26.7657814063900;-27.843 -30.555     ;18.038    ;8.0        ;4.963    
896 ;* ome Cnc                          ;*  ;120.2328038871400 +25.3928373894400;   16.663 7.197     ;5.3076    ;1.9        ;5.853    
897 ;* 85 Gem                           ;*  ;118.9162268636600 +19.8839670081400;-15.114 -39.830     ;6.4022    ;10.50      ;5.365    
898 ;* 3 Cnc                            ;*  ;120.1971147966700 +17.3087005526200; -10.504 -3.489     ;4.0598    ;39.55      ;5.588    
899 ;* 5 Cnc                            ;*  ;120.3762013793700 +16.4553110342100;   3.990 -5.338     ;6.5859    ;-12.00     ;5.99     
900 ;* 1 Cnc                            ;PM*;119.2477193362500 +15.7902783028400;-26.731 -42.591     ;6.981     ;13.93      ;5.78     
901 ;* G CMi                            ;PM*;120.5664038383367 +02.3345719017650;-28.194 105.650     ;12.5234   ;71.57      ;4.38     
