C.D.S.  -  SIMBAD4 rel 1.8  -  2022.05.07CEST16:20:32

Vmag <  5.3 &
cat = '*' &
(pm <  0 | pm  > 0) &
plx != 0 &
radvel != 0
--------------------------------------------------------------------------

Number of objects : 1935

 #  ;            identifier             ;typ;     coord1 (ICRS,J2000/2000)      ;         pm         ;   plx    ;  radvel   ;  Mag V  
721 ;* kap Cap                          ;PM*;325.6646170042121 -18.8663208842267; 146.354 -8.343     ;10.6991   ;-2.60      ;4.726    
722 ;* gam Cap                          ;a2*;325.0227353242 -16.6623075511      ;  187.56 -22.45     ;20.77     ;-31.20     ;3.67     
723 ;* ups Aqr                          ;PM*;338.6734824420800 -20.7082158102700;221.185 -147.090    ;43.4396   ;-2.28      ;5.203    
724 ;* g Aqr                            ;V* ;340.8968044433 -18.8303765794      ;  -31.73 -28.54     ;7.53      ;21.70      ;4.69     
725 ;* 68 Aqr                           ;PM*;341.8880142930500 -19.6133747513500;-103.254 -206.394   ;12.1682   ;25.11      ;5.26     
726 ;* c02 Aqr                          ;PM*;347.3616501872496 -21.1724152050081;  53.452 30.201     ;12.6710   ;21.30      ;3.64     
727 ;* b01 Aqr                          ;PM*;350.7426085863 -20.1005823100      ; -121.28 -97.59     ;19.96     ;-6.10      ;3.98     
728 ;* b02 Aqr                          ;PM*;351.5116069179 -20.6420175092      ;  -50.72 -64.22     ;11.51     ;15.7       ;4.39     
729 ;* b03 Aqr                          ;** ;353.31926250 -20.91450430          ;     -3.41 8.46     ;11.11     ;15.00      ;4.758    
730 ;* 42 Cap                           ;RS*;325.3869116932721 -14.0476124422589;-121.403 -309.977   ;27.8625   ;-1.20      ;5.18     
731 ;* del Cap                          ;EB*;326.7601843312 -16.1272870853      ; 261.70 -296.70     ;84.27     ;-3.40      ;2.83     
732 ;* 104 Aqr                          ;*  ;355.4408599010500 -17.8165319464100;   14.332 0.679     ;4.5743    ;6.52       ;4.83     
733 ;* i01 Aqr                          ;*  ;356.0503254261500 -18.2769495629800;  28.825 -2.064     ;7.5902    ;16.00      ;5.239    
734 ;* i03 Aqr                          ;Pe*;357.8389096671 -18.9091649247      ;    26.82 -4.27     ;10.23     ;12.7       ;5.18     
735 ;* 2 Cet                            ;*  ;000.9349493417 -17.3359922050      ;    25.17 -9.16     ;11.98     ;8.00       ;4.536    
736 ;* 7 Cet                            ;LP?;003.6600689679 -18.9328651356      ;  -26.15 -73.58     ;7.29      ;-22.5      ;4.46     
737 ;* bet Cet                          ;PM*;010.89737874 -17.98660632          ;   232.55 31.99     ;33.86     ;13.257     ;2.01     
738 ;* tau Cet                          ;PM*;026.0170130716342 -15.9374798910214;-1721.728 854.963   ;273.8097  ;-16.597    ;3.50     
739 ;* sig Cet                          ;** ;038.0217868371 -15.2446743839      ; -80.21 -146.29     ;37.46     ;-29.4      ;4.75     
740 ;* pi. Cet                          ;SB*;041.0306220012 -13.8586980586      ;    -8.62 -9.07     ;8.30      ;14.98      ;4.236    
741 ;* nu. Aqr                          ;PM*;317.3985370042 -11.3716903083      ;   94.12 -14.62     ;20.47     ;-11.26     ;4.52     
742 ;* mu. Cap                          ;PM*;328.3240435189288 -13.5517685288647; 310.526 12.627     ;37.3377   ;-21.5      ;5.08     
743 ;* iot Aqr                          ;SB*;331.6092809137 -13.8696837372      ;   36.89 -58.99     ;18.62     ;-9.00      ;4.27     
744 ;* tau Aqr                          ;*  ;342.3979232008 -13.5926324003      ;  -13.71 -39.03     ;10.27     ;1.10       ;3.98     
745 ;* del Aqr                          ;PM*;343.6625260741300 -15.8208195652000;-34.152 -26.359     ;23.1451   ;17.40      ;3.28     
746 ;* 97 Aqr                           ;** ;350.66321303 -15.03934014          ;   117.00 16.48     ;15.30     ;-14.00     ;5.22     
747 ;* ome01 Aqr                        ;PM*;354.9461224562700 -14.2221536519800; 50.434 -49.097     ;24.9012   ;-2.00      ;4.977    
748 ;* ome02 Aqr                        ;PM*;355.6806030283 -14.5449034206      ;   99.28 -66.32     ;21.96     ;3.20       ;4.484    
749 ;* 6 Cet                            ;PM*;002.8160751647800 -15.4679779078900;-82.828 -269.549    ;52.9489   ;14.917     ;4.89     
750 ;* 46 Cet                           ;*  ;021.4051643485000 -14.5987851581800; 38.357 -18.188     ;11.3726   ;-25.25     ;4.907    
751 ;* rho Cet                          ;*  ;036.4875243559600 -12.2904743067100; -11.596 -9.786     ;5.8054    ;18.90      ;4.866    
752 ;* eps Cet                          ;SB*;039.8908225535008 -11.8720976755967; 161.62 -230.53     ;42.4864   ;15.49      ;4.87     
753 ;* sig Aqr                          ;*  ;337.6617558490300 -10.6779180573000; -4.095 -38.019     ;15.8247   ;11.70      ;4.81     
754 ;* 94 Aqr                           ;SB*;349.7779966590100 -13.4588405540000;264.634 -59.482     ;39.4019   ;10.32      ;5.18     
755 ;* chi Cet                          ;PM*;027.3962615252579 -10.6864086109725;-147.867 -93.480    ;42.5848   ;0.61       ;4.68     
756 ;* zet Cet                          ;SB*;027.8651306176100 -10.3350310662900; 39.752 -40.956     ;12.877    ;7.80       ;3.72     
757 ;* eta Eri                          ;PM*;044.1068728496 -08.8981450275      ;  77.36 -220.16     ;23.89     ;-20.32     ;3.87     
758 ;* ksi Aqr                          ;SB*;324.4379554463 -07.8542027553      ;  114.20 -25.03     ;18.26     ;-18.0      ;4.69     
759 ;* c Cap                            ;*  ;326.2510611362200 -09.0824276723300;  13.438 -1.900     ;4.1906    ;-15.52     ;5.079    
760 ;* tet Aqr                          ;PM*;334.2084861858400 -07.7832887425319;118.929 -21.928     ;17.0893   ;-13.77     ;4.16     
761 ;* psi01 Aqr                        ;PM*;348.9728918732375 -09.0877347122369;369.477 -16.981     ;22.0924   ;-26.008    ;4.25     
762 ;* psi02 Aqr                        ;Be*;349.4758905025 -09.1825187567      ;   17.13 -11.70     ;8.12      ;-5.00      ;4.40     
763 ;* psi03 Aqr                        ;*  ;349.7403194222300 -09.6107487126200;  44.346 -7.951     ;14.1132   ;-10.00     ;5.003    
764 ;* 3 Cet                            ;V* ;001.1254928050 -10.5095235808      ;   -6.85 -12.02     ;1.56      ;-42.10     ;4.924    
765 ;* iot Cet                          ;*  ;004.8569756808 -08.8239197375      ;  -15.15 -37.11     ;11.88     ;19.35      ;3.55     
766 ;* phi01 Cet                        ;PM*;011.0475005258 -10.6095504542      ;  -8.96 -113.82     ;13.96     ;-0.10      ;4.767    
767 ;* eta Cet                          ;HB*;017.1474645113 -10.1822658208      ; 215.61 -139.02     ;26.32     ;11.10      ;3.45     
768 ;* tet Cet                          ;HB*;021.0058553458 -08.1832559036      ; -77.94 -206.53     ;28.66     ;17.20      ;3.59     
769 ;* bet Aqr                          ;*  ;322.8897154783 -05.5711755572      ;    18.77 -8.21     ;6.07      ;6.451      ;2.89     
770 ;* lam Aqr                          ;LP*;343.1536418522400 -07.5795969237100;  14.964 32.742     ;8.936     ;-10.46     ;3.79     
771 ;* phi Aqr                          ;SB*;348.5806593350799 -06.0490064246700;36.575 -195.441     ;14.3482   ;2.48       ;4.22     
772 ;* chi Aqr                          ;LP*;349.2122465054 -07.7265006294      ;  -19.18 -14.10     ;5.32      ;-13.72     ;5.06     
773 ;* 30 Psc                           ;LP?;000.4900811322200 -06.0140705566800; 46.941 -40.471     ;7.8758    ;-11.70     ;4.41     
774 ;* 33 Psc                           ;RS*;001.33392469 -05.70761886          ;    -6.54 87.85     ;25.32     ;-6.56      ;4.61     
775 ;* 37 Cet                           ;** ;018.6001695667083 -07.9228258237706;124.225 278.007     ;41.5747   ;21.846     ;5.13     
776 ;* kap Aqr                          ;PM*;339.4390853817 -04.2280538564      ; -69.23 -119.67     ;15.25     ;7.31       ;5.030    
777 ;* 27 Psc                           ;** ;359.6682378200 -03.5559827550      ;  -57.13 -72.08     ;13.91     ;-0.20      ;4.886    
778 ;* 29 Psc                           ;V* ;000.4560338029300 -03.0275032833400; 17.905 -10.329     ;7.5845    ;23.00      ;5.10     
779 ;* 13 Cet                           ;RS*;008.81199867 -03.59284352          ;  408.34 -35.22     ;47.05     ;10.37      ;5.201    
780 ;* 32 Aqr                           ;SB*;331.1975934139500 -00.9063443785300;-18.901 -43.132     ;14.1624   ;20.4       ;5.271    
781 ;* omi Aqr                          ;Be*;330.8285167883 -02.1553629883      ;   24.66 -11.16     ;7.49      ;11.00      ;4.69     
782 ;* alf Aqr                          ;*  ;331.4459830479 -00.3198491017      ;    18.25 -9.39     ;6.23      ;6.829      ;2.94     
783 ;* zet02 Aqr                        ;** ;337.2078700438454 -00.0199646495603; 180.832 33.072     ;34.5070   ;24.9       ;4.34     
784 ;* zet01 Aqr                        ;PM*;337.2078600866832 -00.0205449723228; 224.295 25.396     ;34.4525   ;28.9       ;4.49     
785 ;* zet Aqr                          ;** ;337.20794520 -00.01994285          ;   182.92 50.36     ;35.50     ;25.30      ;3.65     
786 ;* gam Aqr                          ;PM*;335.4140482005400 -01.3873491941100; 134.223 11.219     ;25.8551   ;-15.70     ;3.834    
787 ;* 20 Cet                           ;*  ;013.2520605104 -01.1442588036      ;    6.99 -15.66     ;5.56      ;16.22      ;4.76     
788 ;* d Aqr                            ;PM*;324.8886133020900 +02.2435609289300;-30.179 -83.636     ;13.2155   ;-34.63     ;5.100    
789 ;* pi. Aqr                          ;Be*;336.3192618746 +01.3773984942      ;     17.83 2.41     ;4.17      ;-4.90      ;4.64     
790 ;* kap Psc                          ;a2*;351.7331494674400 +01.2556049758900; 87.005 -95.945     ;20.3154   ;-4.40      ;4.94     
791 ;* lam Psc                          ;PM*;355.5116921592 +01.7800412250      ;-129.70 -154.80     ;30.59     ;10.00      ;4.51     
792 ;* 69 Cet                           ;V* ;035.4859484993400 +00.3956723883100; -11.656 -7.553     ;3.8443    ;22.8       ;5.287    
793 ;* del Cet                          ;bC*;039.87064912 +00.32850959          ;    12.85 -2.94     ;5.02      ;13.0       ;4.07     
794 ;* 35 Peg                           ;PM*;336.9646796510975 +04.6956679056822;77.903 -306.244     ;21.0724   ;54.319     ;4.80     
795 ;* gam Psc                          ;PM*;349.2914062129 +03.2822883264      ;   759.82 17.77     ;23.64     ;-14.48     ;3.70     
796 ;* 7 Psc                            ;PM*;350.0857626938000 +05.3813078854500; 78.811 -59.761     ;9.0926    ;40.46      ;5.069    
797 ;* 19 Psc                           ;C* ;356.5979851972400 +03.4868108470200;-32.086 -24.545     ;4.0894    ;-11.0      ;5.02     
798 ;* f Psc                            ;PM*;019.4498185639508 +03.6144690926950;-47.972 -21.861     ;13.1721   ;2.00       ;5.137    
799 ;* ksi Psc                          ;SB*;028.3889041261100 +03.1875325060800;  32.687 25.146     ;16.6641   ;26.13      ;4.604    
800 ;* gam Cet                          ;** ;040.82516290 +03.23581638          ;-146.10 -146.12     ;40.97     ;-4.90      ;3.47     
801 ;* alf Equ                          ;SB*;318.9559663321 +05.2478452811      ;   59.88 -94.09     ;17.14     ;-16.26     ;3.933    
802 ;* nu. Peg                          ;PM*;331.4197956842600 +05.0585301641100;102.069 101.416     ;12.4379   ;-18.90     ;4.84     
803 ;* tet Peg                          ;PM*;332.5499386467 +06.1978632639      ;   282.18 30.46     ;35.34     ;-7.90      ;3.55     
804 ;* tet Psc                          ;PM*;351.9920611016038 +06.3789923064419;-125.581 -43.229    ;19.2434   ;5.73       ;4.30     
805 ;* iot Psc                          ;PM*;354.9876724017 +05.6262909803      ; 377.15 -437.43     ;72.92     ;5.615      ;4.120    
806 ;* del Psc                          ;PM*;012.17060139 +07.58508127          ;   83.10 -49.58     ;10.48     ;32.45      ;4.44     
807 ;* eps Psc                          ;** ;015.7358692738 +07.8901348672      ;   -80.17 25.59     ;17.94     ;7.74       ;4.28     
808 ;* zet Psc A                        ;PM*;018.4328583431900 +07.5753599374500;142.693 -53.051     ;24.4595   ;15.00      ;5.19     
809 ;* mu. Psc                          ;PM*;022.5463101529 +06.1438215806      ;  292.00 -45.95     ;10.73     ;34.409     ;4.84     
810 ;* nu. Psc                          ;*  ;025.3578912904 +05.4876128403      ;    -23.36 3.36     ;8.98      ;0.482      ;4.44     
811 ;* nu. Cet                          ;*  ;038.9686391238 +05.5932471794      ;  -26.51 -22.32     ;9.59      ;6.90       ;4.871    
812 ;* bet Equ                          ;PM*;320.7233893414300 +06.8111398381800;  53.843 10.742     ;10.1648   ;-11.10     ;5.148    
813 ;* rho Peg                          ;PM*;343.8069536722100 +08.8161814601300;  78.625 12.398     ;11.1664   ;-10.60     ;4.90     
814 ;* 55 Peg                           ;V* ;346.7510863886800 +09.4094927286100;  7.467 -12.276     ;9.9197    ;-5.34      ;4.520    
815 ;* 57 Peg                           ;S* ;347.3810724271 +08.6771565650      ;     4.28 -6.29     ;4.17      ;14.0       ;5.14     
816 ;* 59 Peg                           ;*  ;347.9341258775300 +08.7201162511400;  -7.897 -5.237     ;13.4598   ;10.60      ;5.154    
817 ;* 77 Peg                           ;V* ;355.8431615277800 +10.3315380206000;   4.808 11.391     ;5.0882    ;-32.67     ;5.071    
818 ;* omi Psc                          ;PM*;026.3484383965500 +09.1577507334200;  71.227 53.727     ;12.5296   ;12.16      ;4.26     
819 ;* ksi01 Cet                        ;EB*;033.2500013271500 +08.8467023506500; -26.965 -1.154     ;10.4184   ;-3.93      ;4.35     
820 ;* ksi02 Cet                        ;*  ;037.0398210789746 +08.4600602248073;  23.707 -4.787     ;16.5681   ;11.90      ;4.30     
821 ;* gam Equ                          ;a2*;317.5854169671500 +10.1315811021600;45.456 -152.116     ;28.2433   ;-16.489    ;4.68     
822 ;* del Equ                          ;SB*;318.6200637821 +10.0069794106      ;  42.39 -304.19     ;54.09     ;-15.85     ;4.49     
823 ;* eps Peg                          ;LP*;326.0464839142 +09.8750086533      ;     26.92 0.44     ;4.73      ;3.39       ;2.39     
824 ;* 31 Peg                           ;Be*;335.3794796033 +12.2051841153      ;      6.32 4.80     ;2.01      ;-5.30      ;4.99     
825 ;* 42 Peg                           ;PM*;340.3655029900 +10.8313633103      ;   77.22 -11.38     ;15.96     ;6.10       ;3.41     
826 ;* ksi Peg                          ;PM*;341.6732493926392 +12.1728857944744;233.354 -493.133    ;60.9161   ;-5.853     ;4.20     
827 ;* 66 Peg                           ;*  ;350.7690324777800 +12.3139101024800; 21.568 -21.096     ;9.5158    ;-5.82      ;5.081    
828 ;* 70 Peg                           ;SB*;352.2887468325500 +12.7605498809300;  60.447 28.353     ;17.1942   ;-16.88     ;4.56     
829 ;* lam Cet                          ;*  ;044.9287494646 +08.9073582975      ;    6.01 -17.70     ;5.66      ;10.2       ;4.70     
830 ;* alf Peg                          ;PM*;346.19022269 +15.20526715          ;   60.40 -41.30     ;24.46     ;-2.70      ;2.48     
831 ;* gam Peg                          ;bC*;003.3089634617 +15.1835935442      ;     1.98 -9.28     ;8.33      ;3.20       ;2.84     
832 ;* eta Psc                          ;** ;022.8708760779 +15.3458245944      ;    27.14 -2.64     ;9.33      ;13.78      ;3.620    
833 ;* phi Peg                          ;LP*;358.1220326287100 +19.1202859855300; -7.003 -35.176     ;6.9626    ;-7.75      ;5.08     
834 ;* 47 Psc                           ;LP*;007.0121448387300 +17.8931270486800; 114.648 20.338     ;6.0025    ;5.31       ;5.06     
835 ;* 9 Peg                            ;V* ;326.1278992246 +17.3500158506      ;    8.66 -11.33     ;3.52      ;-22.733    ;4.35     
836 ;* chi Peg                          ;PM*;003.6506845104187 +20.2067028826844;   91.831 1.152     ;9.4052    ;-46.60     ;4.800    
837 ;* 74 Psc A                         ;** ;016.4206469617 +21.4731802431      ;   44.49 -14.82     ;11.86     ;-3.90      ;5.273    
838 ;* chi Psc                          ;*  ;017.8634115500 +21.0346501558      ;   39.32 -10.48     ;8.50      ;15.48      ;4.658    
839 ;* 107 Psc                          ;PM*;025.6240105213667 +20.2685126826972;-300.737 -673.539   ;130.8234  ;-33.619    ;5.24     
840 ;* gam01 Ari                        ;PM*;028.3825800137264 +19.2959529982388;77.845 -106.965     ;18.8809   ;3.7        ;4.589    
841 ;* gam02 Ari                        ;PM*;028.3825538685100 +19.2938555497700; 77.138 -97.321     ;19.6268   ;-0.6       ;4.52     
