 #  	       identifier        	typ	 coord1 (ICRS,J2000/2000)  	Mag U 	Mag B 	Mag V 	Mag R 	Mag I 	      spec. type      
----	-------------------------	---	---------------------------	------	------	------	------	------	----------------------
1113	NOVA Gem 1903            	No*	101.05021 +29.94497        	     ~	     ~	 4.8  	     ~	     ~	~                     
1114	* eta Gem A              	*  	093.719562 +22.506822      	     ~	 4.93 	 3.32 	     ~	     ~	~                     
1115	* chi Vir                	** 	189.81152931 -07.99556457  	     ~	 5.886	 4.643	 6.45 	     ~	K2III                 
1116	HR 4979                  	*  	198.01327091 -37.80302504  	 5.86 	 5.55 	 4.85 	 4.28 	 3.92 	G3V                   
1117	* bet Eri                	PM*	076.96243955 -05.08644597  	 3.02 	 2.92 	 2.79 	 2.65 	 2.57 	A3IV                  
1118	* h Her                  	V* 	248.15121625 +11.48804109  	 8.16 	 6.34 	 4.85 	 3.65 	 2.79 	K4III                 
1119	* 56 Ori                 	V* 	088.11016059 +01.85513772  	     ~	 6.168	 4.763	     ~	     ~	K1/2III               
1120	* ups01 Pup              	Be*	109.57663895 -36.73395359  	 3.78 	 4.57 	 4.67 	 4.57 	 4.62 	B2V+B3IVne            
1121	* phi Sgr                	*  	281.41410877 -26.99077623  	 2.69 	 3.074	 3.161	     ~	     ~	B8III                 
1122	* eps Lep                	V* 	076.36527238 -22.37103442  	 6.41 	 4.64 	 3.18 	 2.08 	 1.27 	K4III                 
1123	* k Vel                  	*  	138.93783361 -37.41314465  	 5.17 	 5.07 	 4.62 	 4.24 	 3.96 	F3/5V                 
1124	* psi Sco                	*  	242.99995217 -10.06424119  	     ~	 5.040	 4.940	     ~	     ~	A1V                   
1125	C 0516+732               	OpC	078.16250 +73.97472        	     ~	     ~	 4.2  	     ~	     ~	~                     
1126	* bet02 Sgr              	*  	290.80473937 -44.79977920  	     ~	 4.594	 4.281	     ~	     ~	F2/3V                 
1127	* kap Tuc                	** 	018.94234275 -68.87592657  	     ~	 4.73 	 4.25 	 4.82 	     ~	F6V+K1V               
1128	* tau Cas                	V* 	356.76439513 +58.65198888  	     ~	 6.005	 4.881	     ~	     ~	K1III                 
1129	* mu. Lup                	Be*	229.63342899 -47.87527658  	 3.82 	 4.180	 4.274	     ~	     ~	B8Ve                  
1130	* ups Sco                	*  	262.69098801 -37.29581348  	 1.64 	 2.47 	 2.70 	     ~	     ~	B2IV                  
1131	ADS 2270 AB              	** 	045.2183 +52.3519          	     ~	 4.96 	 5.00 	     ~	     ~	~                     
1132	* 48 Lib                 	Be*	239.54736956 -14.27935817  	 4.61 	 4.77 	 4.87 	 4.91 	 4.96 	B8Ia/Iab              
1133	* sig Cyg                	*  	319.35396850 +39.39468133  	 3.98 	 4.37 	 4.24 	 4.06 	 3.92 	B9Iab                 
1134	* c01 Aqr                	** 	346.67018679 -23.74312068  	     ~	 5.37 	 4.47 	     ~	     ~	G8III                 
1135	* ome02 Sco              	V* 	241.85136741 -20.86876440  	 5.68 	 5.17 	 4.33 	 3.68 	 3.25 	G6/8III               
1136	* psi01 Dra A            	SB*	265.48481402 +72.14884670  	     ~	 5.00 	 4.56 	 4.3  	 4.1  	F5IV-V                
1137	* kap And                	*  	355.10211514 +44.33393239  	 3.80 	 4.06 	 4.14 	 4.15 	 4.22 	A0V                   
1138	* 50 Cas                 	*  	030.85877576 +72.42129382  	     ~	 3.971	 3.948	     ~	     ~	A2V                   
1139	HD 20644                 	*  	050.08483796 +29.04845698  	 7.81 	 6.02 	 4.47 	 3.27 	 2.39 	K3IIIa_Ba0.5          
1140	* ups Boo                	V* 	207.36933660 +15.79790563  	 7.46 	 5.59 	 4.07 	 2.87 	 2.00 	K5.5III               
1141	* f01 Cyg                	Be*	314.95648818 +47.52095045  	 3.77 	 4.71 	 4.75 	 4.62 	 4.63 	B1.5Vnne              
1142	* f Aql                  	SB*	290.13710155 -05.41576222  	     ~	 5.917	 4.995	     ~	     ~	G8/K0IV               
1143	* 38 Lyn A               	*  	139.711108 +36.802875      	     ~	 3.96 	 3.92 	     ~	     ~	~                     
1144	C 0715-367               	OpC	109.3208 -36.8167          	     ~	 2.69 	 2.1  	     ~	     ~	~                     
1145	* tet01 Cru              	SB*	180.75625541 -63.31292795  	     ~	 4.60 	 4.30 	     ~	     ~	A3(m)A8-A8            
1146	* alf Gem B              	SB*	113.650417 +31.888492      	     ~	 1.62 	 2.97 	     ~	     ~	kA0hA2:mA1IVs         
1147	C 0523+160               	Cl*	081.5250 +16.7000          	     ~	     ~	 3.0  	     ~	     ~	~                     
1148	* zet Cen                	SB*	208.88494020 -47.28837451  	 1.42 	 2.33 	 2.55 	 2.69 	 2.89 	B2.5IV                
1149	* del Aur                	SB*	089.88180005 +54.28465841  	 5.580	 4.730	 3.720	 2.95 	 2.45 	K0III                 
1150	V* V1500 Cyg             	No*	317.901333 +48.151628      	     ~	17.9  	 1.69 	     ~	     ~	~                     
1151	C 0722-321               	OpC	111.1125 -31.8500          	     ~	 3.65 	 3.5  	     ~	     ~	~                     
1152	* e Gem                  	** 	103.66097826 +13.17783909  	     ~	 4.982	 4.706	     ~	     ~	A8V                   
1153	* tau Her                	** 	244.93515275 +46.31336453  	 3.190	 3.750	 3.900	 4.00 	 4.16 	B5IV                  
1154	* zet Ori                	** 	085.18969443 -01.94257359  	     ~	 1.59 	 1.79 	     ~	     ~	O9.7Ib+B0III          
1155	HR 2812                  	*  	110.55637088 -19.01660128  	 4.53 	 4.906	 4.957	     ~	     ~	B5II/III              
1156	* lam Gru                	*  	331.52869035 -39.54335163  	     ~	 5.874	 4.476	     ~	     ~	K3III                 
1157	* gam Cen B              	*  	190.379229 -48.959578      	     ~	 2.91 	 2.88 	     ~	     ~	A0IV                  
1158	* tet Boo                	V* 	216.29915428 +51.85074358  	 4.57 	 4.56 	 4.05 	 3.64 	 3.39 	F7V                   
1159	* ome Boo                	*  	225.52711895 +25.00813898  	 8.14 	 6.31 	 4.81 	 3.62 	 2.83 	K4III                 
1160	* rho Her                	** 	260.92060050 +37.14594278  	     ~	 4.49 	 4.56 	     ~	     ~	A0III+B9.5IVn         
1161	NOVA Her 1991            	No*	281.63150 +12.23353        	     ~	     ~	 5.0  	     ~	     ~	~                     
1162	HR 6675                  	*  	269.19759335 -44.34224781  	     ~	 6.067	 4.861	     ~	     ~	K2III                 
1163	* 10 UMa                 	SB*	135.15991945 +41.78294587  	 4.440	 4.390	 3.960	 3.57 	 3.35 	F3V+K0V               
1164	* eps Lib                	SB*	231.04954586 -10.32227055  	     ~	 5.337	 4.928	     ~	     ~	F4V                   
1165	* tet01 Eri              	*i*	044.565400 -40.304714      	     ~	 3.54 	 3.2  	     ~	     ~	A3IV-V                
1166	* 70 Peg                 	SB*	352.28873743 +12.76055329  	 6.24 	 5.50 	 4.56 	 3.82 	 3.37 	G7III                 
1167	* 36 Oph                 	** 	258.83743307 -26.60282143  	     ~	 5.18 	 4.32 	     ~	     ~	K2V                   
1168	HR 2244                  	*  	093.93702370 -13.71841467  	     ~	 4.924	 4.998	     ~	     ~	B9V                   
1169	* eta Leo                	*  	151.83313275 +16.76266119  	 3.17 	 3.39 	 3.41 	 3.32 	 3.35 	A0Ib                  
1170	* kap Eri                	*  	036.74634073 -47.70384021  	 3.61 	 4.11 	 4.25 	 4.28 	 4.41 	B7IV                  
1171	* mu. Aur                	** 	078.35715554 +38.48449663  	     ~	 5.020	 4.831	     ~	     ~	A4m                   
1172	* gam Scl                	*  	349.70600318 -32.53202471  	     ~	 5.545	 4.415	     ~	     ~	K1III                 
1173	* 7 Cet                  	LP?	003.66006897 -18.93286514  	 8.07 	 6.12 	 4.46 	 3.06 	 1.92 	M1III                 
1174	* gam CrB A              	*  	235.685704 +26.295633      	     ~	 4.01 	 4.04 	     ~	     ~	~                     
1175	* omi Cet A              	Mi*	034.836633 -02.977639      	     ~	 4.46 	 3.04 	     ~	     ~	M5-9e                 
1176	* r Vel                  	V* 	155.58160327 -41.64996096  	 7.04 	 5.95 	 4.83 	 4.03 	 3.45 	K1III                 
1177	* del Mus                	SB*	195.56776973 -71.54885423  	     ~	 4.80 	 3.62 	     ~	     ~	K2III                 
1178	* del02 Lyr              	sr*	283.62618063 +36.89861482  	 7.62 	 5.97 	 4.30 	 2.52 	 0.89 	M4II                  
1179	* tau01 Eri              	SB*	041.27577960 -18.57255971  	 4.94 	 4.94 	 4.46 	 4.03 	 3.76 	F7V                   
1180	* 1 Vul                  	SB*	289.05433208 +21.39042608  	 4.18 	 4.72 	 4.77 	 4.76 	 4.83 	B4IV                  
1181	* eps Sco                	V* 	252.54087839 -34.29323159  	 4.61 	 3.45 	 2.29 	 1.43 	 0.83 	K1III                 
1182	* alf Del                	** 	309.90953000 +15.91207326  	 3.550	 3.740	 3.800	 3.77 	 3.81 	B9IV                  
1183	* tet Cas                	V* 	017.77567602 +55.14990201  	 4.630	 4.510	 4.330	 4.16 	 4.09 	A7V                   
1184	* tau Aqr                	*  	342.39792320 -13.59263240  	 7.51 	 5.57 	 3.98 	 2.79 	 1.84 	K5III                 
1185	HD 92397                 	*  	159.68748079 -59.18299443  	     ~	 6.51 	 4.87 	     ~	     ~	K4/5(III)             
1186	* A Cen                  	Be*	173.69023254 -54.26409222  	 4.33 	 4.548	 4.614	     ~	     ~	B9V                   
1187	* alf Her A              	sr*	258.661888 +14.390372      	 5.52 	 4.51 	 3.350	 0.96 	-1.18 	M5Ib-II               
1188	* iot Cnc                	PM*	131.67424952 +28.75989418  	     ~	 5.009	 4.028	     ~	     ~	G8IIIa_Ba0.2          
1189	* mu. And                	PM*	014.18838380 +38.49934390  	 4.14 	 3.99 	 3.87 	 3.72 	 3.64 	A5V                   
1190	* eta Vir                	SB*	184.976475 -00.666794      	 3.99 	 3.92 	 3.90 	 3.82 	 3.82 	A2IV                  
1191	* zet Ara                	*  	254.65505070 -55.99014453  	     ~	 4.770	 3.127	     ~	     ~	K3III                 
1192	HR 1190                  	V* 	057.149500 -37.620156      	     ~	 4.70 	 4.72 	     ~	     ~	B9/A0V                
1193	IC 2395                  	OpC	130.6292 -48.1000          	     ~	     ~	 4.6  	     ~	     ~	~                     
1194	* e Gem A                	*  	103.660983 +13.177825      	     ~	 4.997	 4.715	     ~	     ~	~                     
1195	GES J12391412-6041170    	*  	189.8088875 -60.6880592    	 0.000	 0.000	 0.000	     ~	 0.000	~                     
1196	* alf Her                	** 	258.66190909 +14.39034061  	     ~	 4.51 	 3.06 	     ~	     ~	M5Ib-II+G5III+F2V:    
1197	V* BH CVn                	RS*	203.69920111 +37.18241608  	 5.43 	 5.38 	 4.98 	 4.57 	 4.27 	A6m                   
1198	HR 5364                  	*  	215.17742423 -45.18705851  	 5.14 	 5.08 	 4.77 	     ~	     ~	F0IV                  
1199	* sig Aqr                	*  	337.66173110 -10.67795107  	 4.59 	 4.73 	 4.81 	 4.81 	 4.85 	A0IVs                 
1200	* eps Cru                	V* 	185.34003901 -60.40114697  	     ~	 5.01 	 3.59 	     ~	     ~	K3/4III               
1201	* rho Lup                	V* 	219.47177428 -49.42582771  	 3.34 	 3.90 	 4.05 	 4.14 	 4.25 	B3/4V                 
1202	* eps Car A              	*  	125.628475 -59.509481      	     ~	 3.86 	 2.01 	     ~	     ~	K3:III                
1203	* chi Lup                	SB*	237.73974286 -33.62716537  	 3.77 	 3.926	 3.957	     ~	     ~	B9IV                  
1204	BD+18 4254A              	*i*	297.244388 +19.142056      	     ~	 5.1  	 5.0  	     ~	     ~	A1V                   
1205	* psi02 Lup              	SB*	235.67092523 -34.71040604  	 4.08 	 4.591	 4.717	     ~	     ~	B5V                   
1206	HR 6766                  	*  	272.02074923 -28.45709212  	 6.26 	 5.51 	 4.56 	 3.85 	 3.32 	K0IIICNVp             
1207	* 31 Leo                 	*  	151.97612736 +09.99750639  	 7.57 	 5.82 	 4.38 	 3.26 	 2.49 	K4III                 
1208	HD 172910                	*  	281.08066253 -35.64198739  	 3.97 	 4.69 	 4.87 	 5.02 	 5.18 	B2V                   
1209	* 61 Vir                 	PM*	199.60130946 -18.31119576  	 5.710	 5.440	 4.740	     ~	     ~	G7V                   
1210	* eps01 Lyr              	** 	281.08477455 +39.67012591  	     ~	 4.82 	 4.66 	 6.1  	     ~	A3V+F0V               
1211	* eta Aql                	cC*	298.11819895 +01.00565823  	 5.12 	 4.61 	 3.80 	     ~	 3.030	F6Iab+B9.8V           
1212	* bet Hor                	*  	044.69915176 -64.07128473  	     ~	 5.108	 4.979	     ~	     ~	A3/5III(m)            
1213	* lam01 Phe              	PM*	007.85408526 -48.80351495  	     ~	 4.79 	 4.77 	     ~	     ~	A1Va                  
1214	* 20 Cet                 	*  	013.25206051 -01.14425880  	 8.24 	 6.34 	 4.76 	 3.55 	 2.64 	K5III                 
1215	* gam Hya                	PM*	199.73040494 -23.17151428  	 4.58 	 3.92 	 3.00 	 2.40 	 1.93 	G8III                 
1216	* ksi Tel                	V* 	301.84648329 -52.88079138  	 8.40 	 6.56 	 4.94 	     ~	     ~	K5III                 
1217	* eps CrA                	WU*	284.68073808 -37.10735737  	     ~	 5.19 	 4.83 	 4.9  	     ~	F4VFe-0.8+            
1218	* lam Sgr                	*  	276.99266967 -25.42169850  	 4.75 	 3.85 	 2.81 	 2.06 	 1.50 	K0IV                  
1219	* del Ser B              	*i*	233.700592 +10.538622      	     ~	 4.06 	 3.80 	     ~	     ~	F0IV                  
1220	* eta Eri                	PM*	044.10687285 -08.89814503  	 5.97 	 4.99 	 3.87 	 3.08 	 2.50 	K1+IIIb               
1221	* gam Phe                	SB*	022.09136362 -43.31823616  	     ~	 4.98 	 3.41 	     ~	     ~	M0III                 
1222	* ksi Peg                	PM*	341.67325490 +12.17288485  	 4.66 	 4.69 	 4.20 	 3.73 	 3.42 	F6V                   
1223	* eps Ret                	*  	064.12095506 -59.30215594  	 6.59 	 5.52 	 4.44 	 3.62 	 3.08 	K2III                 
1224	* del Per                	Be*	055.73126774 +47.78754851  	 2.38 	 2.89 	 3.01 	 2.99 	 3.10 	B5III                 
1225	* alf Scl                	Ro*	014.65149710 -29.35745131  	 3.52 	 4.09 	 4.27 	 4.30 	 4.43 	B7IIIp                
1226	* 32 Ori                 	** 	082.69604545 +05.94813679  	 3.51 	 4.07 	 4.20 	 4.26 	 4.40 	B5V                   
1227	* ksi Cyg                	SB*	316.23275955 +43.92785124  	 7.17 	 5.39 	 3.73 	 2.55 	 1.63 	K4.5Ib-II+A1.5e       
1228	* zet CrB A              	*  	234.84450 +36.63583        	     ~	     ~	 4.96 	     ~	     ~	~                     
1229	IC 4665                  	OpC	266.5750 +05.7167          	     ~	 4.49 	 4.2  	     ~	     ~	~                     
1230	* mu. Sgr                	Al*	273.44087017 -21.05883169  	 3.60 	 4.07 	 3.85 	 3.58 	 3.38 	B2(III)               
1231	* gam Dor                	gD*	064.00660767 -51.48665014  	     ~	 4.55 	 4.20 	     ~	     ~	F1V                   
1232	* lam UMa                	PM*	154.27409528 +42.91435577  	 3.54 	 3.48 	 3.45 	 3.37 	 3.38 	A1IV                  
1233	* ups Psc                	*  	019.86663703 +27.26405987  	     ~	 4.800	 4.752	     ~	     ~	A3V                   
1234	* ups Tau                	dS*	066.57693198 +22.81358014  	     ~	 4.545	 4.293	     ~	     ~	A8Vn                  
1235	* tet Hya                	SB*	138.59108361 +02.31426199  	     ~	 3.82 	 3.88 	 3.9  	 4.0  	B9.5V+DA1.6           
1236	* iot Ret                	*  	060.32563175 -61.07882109  	     ~	 6.413	 4.974	     ~	     ~	K4III                 
1237	* eps Tel                	*  	272.80734684 -45.95441746  	     ~	 5.521	 4.521	     ~	     ~	K0III                 
1238	HR 4126                  	*  	158.77283389 +75.71294706  	     ~	 5.801	 4.857	     ~	     ~	K0III                 
1239	CCDM J19226-4428AB       	** 	290.65992 -44.45897        	     ~	 7.4  	 4.3  	     ~	     ~	B9                    
1240	[BAB2009] G              	PoG	116.725917 +39.021736      	     ~	 0.636	 0.808	 0.908	     ~	~                     
1241	* e Cen                  	*  	193.27877594 -48.94331216  	 7.28 	 5.70 	 4.33 	 3.35 	 2.60 	K3/4III               
1242	V* del Ser               	dS*	233.70058 +10.53908        	     ~	 4.06 	 3.80 	     ~	     ~	F0IV                  
1243	* ksi Cep A              	SB*	330.947717 +64.627978      	     ~	 4.81 	 4.45 	 5.66 	     ~	kA2.5hF2mF2(IV)       
1244	V* V1974 Cyg             	No*	307.63171 +52.63092        	     ~	18.5  	 4.2  	17.9  	     ~	~                     
1245	* 41 Com                 	*  	196.79470844 +27.62473847  	 8.14 	 6.22 	 4.69 	 3.64 	 2.83 	K5III-IV              
1246	* bet Gru                	LP?	340.66687613 -46.88457644  	 5.33 	 3.73 	 2.11 	 0.20 	-1.57 	M4.5III               
1247	* alf Vol                	** 	135.61164967 -66.39607576  	     ~	 4.155	 4.004	     ~	     ~	kA3hA5mA5V            
1248	* psi02 Ori              	bC*	081.70928871 +03.09567231  	 3.45 	 4.393	 4.595	     ~	     ~	B2IV                  
1249	* iot Sgr                	*  	298.81540380 -41.86828856  	 6.11 	 5.21 	 4.13 	     ~	     ~	K0II/III              
1250	* 110 Vir                	V* 	225.72515818 +02.09130400  	 6.31 	 5.44 	 4.40 	 3.59 	 3.05 	K0IV                  
1251	* pi. Aqr                	Be*	336.31926188 +01.37739850  	 3.64 	 4.60 	 4.64 	 4.48 	 4.48 	B1III-IVe             
1252	TYC 6436-2246-1          	*  	038.461292 -28.232344      	     ~	 4.90 	 4.96 	     ~	     ~	~                     
1253	* d Sgr                  	*  	289.40866415 -18.95290777  	     ~	 5.889	 4.889	     ~	     ~	K0III                 
1254	Cl Blanco 1              	OpC	001.0292 -29.8333          	     ~	     ~	 4.5  	     ~	     ~	~                     
1255	V* V983 Cen              	SB*	207.95667234 -32.99408521  	 3.59 	 4.39 	 4.53 	     ~	     ~	B5III                 
1256	* eta Sct                	*  	284.26529034 -05.84631157  	     ~	 5.908	 4.826	     ~	     ~	K0III                 
1257	* d Dra                  	*  	278.14384313 +57.04559809  	     ~	 5.368	 4.781	     ~	     ~	F7Ib                  
1258	* b Cen                  	*  	220.48996116 -37.79349834  	 3.14 	 3.83 	 4.00 	 4.11 	 4.26 	B3V                   
1259	* kap Nor                	*  	243.36970525 -54.63046846  	 6.79 	 5.98 	 4.94 	     ~	     ~	G8III                 
1260	* M Cen                  	SB*	206.66407403 -51.43276480  	     ~	 5.578	 4.642	     ~	     ~	G8/K0III              
1261	* 15 Vul                 	a2*	300.27520192 +27.75357330  	     ~	 4.837	 4.663	     ~	     ~	A4III                 
1262	* phi UMa                	*  	148.02647655 +54.06433229  	     ~	 4.607	 4.560	     ~	     ~	A3IV                  
1263	* pi. Ser                	*  	240.57371524 +22.80445284  	     ~	 4.894	 4.817	     ~	     ~	A3V                   
1264	* eta Scl                	LP*	006.98207790 -33.00716603  	 8.26 	 6.45 	 4.81 	 3.22 	 1.84 	M2/3III               
